gameId,name,won,kills,damageDealt,damageTaken,roundsSurvived,timesStuck,reward,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
1764924674,Reaper_1,1,8,767,20,264,1,3723.2,1.4134,0.862419,1.25733,1.17311,1.23574,0.765202,0.358347,1.0977,0.658252,0.987279,0.649613,1.02387,1.58427,0.626293,1.73022,1.5777,1.17446,0,0.874885
1764924674,Reaper_1,1,9,391,19,238,2,3149.4,1.88684,1.46929,1.08191,1.12902,0.919932,0.831599,0.624412,0.838948,0.695375,1.02374,0.705156,1.13283,1.42585,0.536625,1.23856,1.15248,0.578781,0,0.882791
1764924674,Reaper_1,1,4,299,42,1131,0,2160.8,1.24414,0.52877,1.03249,1.00639,0.878338,0.455351,0.640002,1.37634,0.66543,1.12797,0.798157,0.87503,1.09331,0.640459,1.52166,1.00351,0.932018,0,1.13745
1764924674,Reaper_1,1,5,437,18,1146,0,3172.8,1.71728,0.824135,1.3165,1.0603,1.12157,0.743057,0.693349,0.809864,0.954222,1.26815,0.668609,1.11437,1.94437,0.872471,1.64555,1.52492,0.814667,0,0.815714
1764924674,Reaper_1,1,5,475,35,1143,0,3229.4,1.12846,0.950834,1.2099,1.23461,1.07541,0.833953,0.713136,1.34561,0.652792,1.06284,0.734516,0.873996,1.81589,0.736436,1.45218,1.03952,1.00914,0,0.794062
1764924674,Reaper_1,1,7,330,47,1315,5,3455,1.82457,0.922497,0.466135,0.839789,0.983722,0.665353,0.658064,1.23193,0.740027,0.778185,0.70891,0.530672,1.37525,0.662897,1.74764,1.59488,0.983575,0,0.663347
1764924675,Reaper_1,1,4,278,45,1181,0,2655.8,1.78686,0.774627,0.957626,1.2267,0.846543,0.830665,0.381701,1.42476,0.701725,1.31205,0.57833,0.645526,1.09067,0.706111,1.84962,1.30112,0.74193,0,0.780234
1764924675,Reaper_1,1,7,384,74,1103,0,3376.4,1.61232,0.551648,1.19778,0.721097,0.821858,0.493467,0.458036,1.11972,0.844363,0.922235,0.628179,1.09989,1.5318,0.849931,1.86795,1.52942,0.978379,0,0.71153
1764924675,Reaper_1,1,1,132,66,1178,1,1238.4,1.34592,0.75175,1.64385,1.02372,0.829669,0.593534,0.536705,1.05394,0.726107,1.0956,0.749612,0.911316,1.78336,0.819218,1.46288,1.00733,0.939176,0,0.969572
1764924675,Reaper_1,0,3,195,100,43,30,864.4,1.31428,0.862781,1.30034,0.946043,0.95536,0.577029,0.460256,1.5015,0.616492,1.24314,0.632714,1.00257,2.05661,0.440868,1.53582,1.63029,0.718839,0,0.81934
1764924675,Reaper_1,0,7,323,95,82,39,1938.6,1.70835,0.926718,1.16424,0.664476,0.805403,0.570055,0.729667,1.30497,0.66102,1.01917,0.564007,0.771102,1.56739,0.611031,1.4884,1.45639,0.463741,0,0.725567
1764924675,Reaper_1,0,1,31,98,3,0,166.4,1.40743,0.948929,1.00341,0.870301,1.08744,0.534359,0.465222,0.90008,0.487386,1.03593,0.608799,0.681384,1.62783,0.552685,1.85924,1.56795,0.862103,0,0.597451
1764924675,Reaper_1,1,8,553,35,138,0,3181.4,1.84638,0.795919,1.19835,0.916869,0.983005,0.371197,0.656439,1.1963,0.816946,1.06027,0.732584,0.734612,1.27212,0.51956,1.01885,1.6937,0.997644,0,0.822942
1764924675,Reaper_1,1,7,397,17,1267,3,3084.6,1.49313,0.952127,1.19707,0.959552,1.00756,0.692541,0.681433,1.4084,0.724612,0.703079,0.814563,1.01397,1.63778,0.607617,1.4331,0.924925,0.780876,0,0.847633
1764924675,Reaper_1,1,3,244,0,1243,1219,44.4,1.33573,1.04357,0.952204,0.908379,0.955049,0.779322,0.669649,1.09404,0.545602,0.784915,0.627423,1.1318,0.889771,0.570603,0.927523,1.45956,1.02934,0,0.370631
1764924675,Reaper_1,1,4,345,17,1189,0,2324.2,1.72124,0.880995,1.04477,0.978816,0.969662,0.417931,0.570621,1.23703,0.752895,0.965986,0.623561,0.81466,1.09527,0.78023,1.31119,1.21949,0.994018,0,0.788212
1764924675,Reaper_1,1,4,372,17,1189,2,2874.2,1.53459,0.699165,1.07662,0.927292,0.802118,0.653304,0.616667,1.36882,0.76671,0.952855,0.472669,0.854268,0.826617,0.69594,1.41124,1.25615,0.820042,0,0.688411
1764924676,Reaper_1,1,8,504,7,174,2,3136.2,1.12702,1.40124,1.14944,0.878402,0.520025,0.647269,0.446954,1.08759,0.905948,0.974912,0.590292,0.7809,1.56708,0.675005,1.15388,1.10333,1.22712,0,0.717682
1764924676,Reaper_1,1,5,268,46,1205,1,2852,1.69442,0.537179,1.34687,0.805814,0.813375,0.454688,0.512796,0.986853,0.887499,0.735769,0.752102,0.803282,1.67654,0.532049,1.48246,1.53098,0.97375,0,0.722158
1764924676,Reaper_1,1,4,420,94,1092,2,2815.6,1.78899,0.589298,1.01557,0.878879,0.84215,0.516346,0.686623,1.06697,0.754117,0.9558,0.74014,0.89403,1.3919,0.764111,1.40932,1.45869,0.815619,0,0.617841
1764924676,Reaper_1,1,4,431,8,1149,1123,727.2,1.502,0.893681,1.14447,1.14305,0.830747,0.592418,0.669025,1.33611,0.889875,0.862175,0.600984,0.781737,1.27,0.48838,1.63088,1.41818,1.22596,0,0.841633
1764924676,Reaper_1,1,9,624,92,1181,0,4300.8,1.7073,0.770425,1.24291,0.555952,0.937538,0.78098,0.631731,0.808105,0.503184,1.2107,0.727328,0.988589,1.59042,0.746393,1.27586,1.1723,1.3044,0,0.801958
1764924676,Reaper_1,0,5,345,97,48,0,1131.4,2.11149,0.92878,1.05266,0.810845,0.724095,0.707836,0.459459,1.69136,0.758574,0.763348,0.685896,1.18495,1.80446,0.7148,1.46676,1.30728,1.12171,0,0.683537
